example_id                                                          | status  | run_time        |
./spec/docs/markdown_generator_spec.rb[1:2:3]                       | passed  | 0.00176 seconds |
./spec/docs/markdown_generator_spec.rb[1:2:4]                       | passed  | 0.00104 seconds |
./spec/docs/markdown_generator_spec.rb[1:2:5]                       | passed  | 0.00117 seconds |
./spec/docs/markdown_generator_spec.rb[1:2:6]                       | passed  | 0.00093 seconds |
./spec/docs/markdown_generator_spec.rb[1:2:7]                       | passed  | 0.00195 seconds |
./spec/docs/markdown_generator_spec.rb[1:2:8]                       | passed  | 0.00144 seconds |
./spec/docs/markdown_generator_spec.rb[1:2:9]                       | passed  | 0.00176 seconds |
./spec/docs/markdown_generator_spec.rb[1:3:1]                       | passed  | 0.00093 seconds |
./spec/docs/markdown_generator_spec.rb[1:4:1:1]                     | passed  | 0.0001 seconds  |
./spec/docs/markdown_generator_spec.rb[1:4:2:1]                     | passed  | 0.00013 seconds |
./spec/docs/markdown_generator_spec.rb[1:4:3:1]                     | passed  | 0.00011 seconds |
./spec/docs/markdown_generator_spec.rb[1:5:1:1]                     | passed  | 0.00086 seconds |
./spec/docs/markdown_generator_spec.rb[1:5:2:1]                     | passed  | 0.00179 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:1:1:1]                            | passed  | 0.00003 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:1:1:2]                            | passed  | 0.00005 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:1:1:3]                            | passed  | 0.00003 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:1:2:1]                            | passed  | 0.00004 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:1:3:1]                            | passed  | 0.00004 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:1:4:1]                            | passed  | 0.00004 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:2:1:1]                            | passed  | 0.00004 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:2:1:2]                            | passed  | 0.00003 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:2:2:1]                            | passed  | 0.00003 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:2:3:1]                            | passed  | 0.00003 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:2:3:2]                            | passed  | 0.00004 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:3:1:1]                            | passed  | 0.00003 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:3:1:2]                            | passed  | 0.00005 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:3:2:1]                            | passed  | 0.00003 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:3:3:1]                            | passed  | 0.00003 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:3:4:1]                            | passed  | 0.00003 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:3:5:1]                            | passed  | 0.00003 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:3:5:2]                            | passed  | 0.00003 seconds |
./spec/dsl/endpoint_dsl_spec.rb[1:3:6:1]                            | passed  | 0.00003 seconds |
./spec/dsl/endpoint_dsl_spec.rb[2:1]                                | passed  | 0.00007 seconds |
./spec/dsl/endpoint_dsl_spec.rb[2:2]                                | passed  | 0.00008 seconds |
./spec/dsl/enhanced_structures_spec.rb[1:1]                         | passed  | 0.00006 seconds |
./spec/dsl/enhanced_structures_spec.rb[1:2]                         | passed  | 0.00005 seconds |
./spec/dsl/enhanced_structures_spec.rb[1:3]                         | passed  | 0.00004 seconds |
./spec/dsl/enhanced_structures_spec.rb[2:1]                         | passed  | 0.00005 seconds |
./spec/dsl/enhanced_structures_spec.rb[2:2]                         | passed  | 0.00008 seconds |
./spec/dsl/enhanced_structures_spec.rb[3:1]                         | passed  | 0.00008 seconds |
./spec/dsl/enhanced_structures_spec.rb[4:1]                         | passed  | 0.00005 seconds |
./spec/dsl/enhanced_structures_spec.rb[4:2]                         | passed  | 0.00006 seconds |
./spec/dsl/enhanced_structures_spec.rb[4:3]                         | passed  | 0.00012 seconds |
./spec/dsl/enhanced_structures_spec.rb[4:4]                         | passed  | 0.00007 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:1:1:1]                            | passed  | 0.00004 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:1:1:2]                            | passed  | 0.00004 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:1:2:1]                            | passed  | 0.00003 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:1:2:2]                            | passed  | 0.00003 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:1:3:1]                            | passed  | 0.00003 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:1:3:2]                            | passed  | 0.00004 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:1:4:1]                            | passed  | 0.00003 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:1:4:2]                            | passed  | 0.00003 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:1:5:1]                            | passed  | 0.00004 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:1:5:2]                            | passed  | 0.00003 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:1:6:1]                            | passed  | 0.00003 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:1:6:2]                            | passed  | 0.00003 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:1:7:1]                            | passed  | 0.00004 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:1:7:2]                            | passed  | 0.00003 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:2:1:1]                            | passed  | 0.00003 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:2:1:2]                            | passed  | 0.00004 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:2:2:1]                            | passed  | 0.00004 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:2:3:1]                            | passed  | 0.00003 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:2:4:1]                            | passed  | 0.00004 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:2:5:1]                            | passed  | 0.00003 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:2:6:1]                            | passed  | 0.00004 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:2:7:1]                            | passed  | 0.00003 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:3:1]                              | passed  | 0.00005 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:3:2]                              | passed  | 0.00006 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:3:3]                              | passed  | 0.00005 seconds |
./spec/dsl/http_verbs_spec.rb[1:1:3:4]                              | passed  | 0.00005 seconds |
